"","id","full_name","name","intelligence","strength","speed","durability","power","combat","alignment","place_birth","race","gender","eye_color","hair_color","height_cm","weight_lb","affiliations","relatives","occupation","publisher","image_url","height_in","hair_group"
"71","71","Dick Grayson","Batman II",88,11,33,28,36,100,"good",NA,"Human","Male","Blue","Black",178,175,"Justice League Of America, Batman Family","John Grayson (father, deceased), Mary Grayson (mother, deceased), Bruce Wayne / Batman (adoptive father), Damian Wayne / Robin (foster brother), Jason Todd / Red Hood (adoptive brother), Tim Drake / Red Robin (adoptive brother), Cassandra Cain / Batgirl IV (adoptive sister)",NA,"Nightwing","https://www.superherodb.com/pictures2/portraits/10/100/1496.jpg",70.078778,"Dark"
"72","72","Lemar Hoskins","Battlestar",50,53,35,74,48,74,"good","Chicago, Illinois",NA,"Male","Brown","Black",198,295,"Formerly Wild Pack, Bold Urban Commandos (Buckies), former partner of U.S.Agent, operative of the Commission on Superhuman Activities",NA,"Former wrestler, federal operative","Marvel Comics","https://www.superherodb.com/pictures2/portraits/10/100/231.jpg",77.952798,"Dark"
"73","73","Katherine Rebecca Kane","Batwoman V",81,8,29,25,27,80,"good",NA,"Human","Female","Green","Red",178,NA,"Batman Family (unofficially), D.E.O, Unknowns","Jacob Kane (father), Gabi Kane (mother; deceased), Beth Kane (twin sister), Mary Elizabeth ""Bette"" Kane (cousin), Catherine Hamilton-Kane (stepmother), Philip Kane (uncle), Kane Family",NA,"DC Comics","https://www.superherodb.com/pictures2/portraits/10/100/10234.jpg",70.078778,"Red"
"74","74","Barnell Bohusk","Beak",NA,NA,NA,NA,NA,NA,"good","Cheverly, Maryland",NA,"Male","Black","White",175,140,"Formerly New Warriors, Exiles, Brotherhood Of Mutants, Xavier Institute Student Body","Charles (father), Kathy (mother), Angel Salvadore (wife), Tito (son), Axel (son), Kara (daughter), three unidentified children",NA,"Marvel Comics","https://www.superherodb.com/pictures2/portraits/10/100/232.jpg",68.897675,"Fair"
"75","75","Henry Philip McCoy","Beast",94,48,38,60,43,85,"good","Dunfee, Illinois","Mutant","Male","Blue","Blue",180,402,"Secret Avengers, S.W.O.R.D.; formerly X-Men (founding member); X-Club (founding member); Initiative; 198; X-Treme X-Men; Acolytes (while mind-controlled); Queen's Vengeance; X-Factor/X-Terminators (founding member); Rejects; Defenders, Avengers","Sadie McCoy (paternal grandmother), Norton McCoy (father), Edna McCoy (mother), Robert McCoy (paternal great-uncle), John McCoy (uncle)","Biochemist, formerly Xavier Institute for Higher Learning science and math Instructor, mutant activist, college lecturer, researcher, professional wrestler","Marvel Comics","https://www.superherodb.com/pictures2/portraits/10/100/27.jpg",70.86618,"Alternative"
"76","76","Garfield Mark Logan","Beast Boy",50,28,50,70,79,40,"good",NA,"Human","Male","Green","Green",173,150,"Teen Titans; former member of the original Doom Patrol, Titans West","Mark Logan (father, deceased), Marie Logan (mother, deceased), Steve Dayton/Mento (adoptive father), Rita Farr/Elasti-Girl (adoptive mother), Matt Logan (cousin)","Adventurer, Struggling Actor","DC Comics","https://www.superherodb.com/pictures2/portraits/10/100/640.jpg",68.110273,"Alternative"
"77","77","","Beetle",NA,54,NA,NA,NA,NA,"bad",NA,NA,"Male",NA,NA,0,NA,NA,NA,NA,"Marvel Comics","https://www.superherodb.com/pictures2/portraits/10/100/1122.jpg",0,NA
"78","78","Benjamin Kirby Tennyson","Ben 10",10,7,8,10,90,40,"good",NA,NA,"Male",NA,NA,0,NA,NA,NA,NA,"DC Comics","https://www.superherodb.com/pictures2/portraits/10/100/1365.jpg",0,NA
"79","79","Beta Ray Bill (translation of his Korbinite name)","Beta Ray Bill",63,80,35,95,100,84,"good","Burning Galaxy",NA,"Male",NA,"No Hair",201,480,"ally of the Asgardians, Thor Corps, Star Masters",NA,"Guardian of the Korbinite race","Marvel Comics","https://www.superherodb.com/pictures2/portraits/10/100/28.jpg",79.133901,"None"
"80","80","","Beyonder",100,100,100,100,100,84,"good","Created in the Beyond","God / Eternal","Male",NA,NA,0,NA,"Was once in a merged form with the Molecule Man but is no longer merged with him.",NA,"Former student","Marvel Comics","https://www.superherodb.com/pictures2/portraits/10/100/1293.jpg",0,NA
"81","81","Barda Free","Big Barda",88,100,79,100,100,100,"bad",NA,"New God","Female","Blue","Black",188,300,"Apocalypse, New Gods, Birds of Prey, formerly Female Furies, formerly Justice League of America","Big Breeda (mother), Scott Free (Mister Miricle, husband), Highfather Izaya (father-in-law, deceased)",NA,"DC Comics","https://www.superherodb.com/pictures2/portraits/10/100/1169.jpg",74.015788,"Dark"
"82","82","Damon Macready","Big Daddy",38,10,12,32,22,64,"good",NA,NA,"Male",NA,NA,0,NA,NA,"Hit-Girl (daughter)",NA,"Icon Comics","https://www.superherodb.com/pictures2/portraits/10/100/1338.jpg",0,NA
"83","83","Frederick Foswell","Big Man",75,12,23,28,19,70,"bad",NA,NA,"Male","Blue","Brown",165,157,"Daily Bugle, the Enforcers","Janice Foswell (daughter), unnamed wife","Reporter, professional criminal","Marvel Comics","https://www.superherodb.com/pictures2/portraits/10/100/1038.jpg",64.960665,"Dark"
"84","84","","Bill Harken",63,36,33,60,27,40,"good",NA,"Alpha","Male",NA,NA,0,NA,"Alphas",NA,NA,"SyFy","https://www.superherodb.com/pictures2/portraits/10/100/1527.jpg",0,NA
"85","85","Billy Kincaid","Billy Kincaid",NA,NA,NA,NA,NA,NA,"bad",NA,NA,"Male",NA,NA,0,NA,NA,NA,NA,"Image Comics","https://www.superherodb.com/pictures2/portraits/10/100/1072.jpg",0,NA
"86","86","Carol Danvers","Binary",NA,NA,NA,NA,NA,NA,"good","Boston, Massachusetts",NA,"Female","Blue","Blond",180,120,"currently Avengers, former companion to the X-Men (as Carol Danvers), former member of the Starjammers (as Binary), Former Avenger (as Ms. Marvel)","Joseph (father), Marie (mother), Steve (brother, deceased),","Former National Aeronautics and Space Administration security Chief, former magazine editor, former freelance writer, former military intelligence officer.","Captain Marvel","https://www.superherodb.com/pictures2/portraits/10/100/30.jpg",70.86618,"Fair"
"87","87","Jamie Sommers","Bionic Woman",56,37,33,40,20,40,"good",NA,"Cyborg","Female","Blue","Black",0,NA,NA,NA,NA,"","https://www.superherodb.com/pictures2/portraits/10/100/10648.jpg",0,"Dark"
"88","88","","Bird-Brain",25,10,35,28,21,42,"good",NA,NA,NA,NA,NA,0,NA,"New Mutants, Ani-Mate",NA,NA,"Marvel Comics","https://www.superherodb.com/pictures2/portraits/10/100/240.jpg",0,NA
"89","89","Henry Hawk","Bird-Man",NA,NA,NA,NA,NA,NA,"bad",NA,"Human","Male",NA,NA,0,NA,"Ani-Men",NA,NA,"Marvel Comics","https://www.superherodb.com/pictures2/portraits/10/100/1503.jpg",0,NA
"90","90","Achille DiBacco","Bird-Man II",NA,NA,NA,NA,NA,NA,"bad","The Bar with No Name, Medina County, Ohio","Human","Male",NA,NA,0,NA,"Ani-Men",NA,NA,"Marvel Comics","https://www.superherodb.com/pictures2/portraits/10/100/1504.jpg",0,NA
"91","91","Ray Randal","Birdman",NA,35,NA,NA,NA,NA,"good",NA,"God / Eternal","Male",NA,NA,0,NA,NA,NA,NA,"Hanna-Barbera","https://www.superherodb.com/pictures2/portraits/10/100/1506.jpg",0,NA
"92","92","Lucas Bishop","Bishop",63,14,23,75,100,65,"good","A mutant relocation camp in an undisclosed location on an alternate 21st Century Earth","Mutant","Male","Brown","No Hair",198,275,"""Clean City""; formerly Stryfe; X-Men; X.S.E. (Storm's team); X-Treme X-Men; X.S.E. (Hecate'e's team); The Twelve","Burnum Bishop (father, deceased), Kadee Bishop (mother, deceased), Shard (sister, deceased), unnamed grandmother, Gateway (great-grandfather), Aliyah Bishop (alternate reality daughter);","(current) Adventurer, (former) Commander in the XSE (Xavier's Security Enforcers)","Marvel Comics","https://www.superherodb.com/pictures2/portraits/10/100/31.jpg",77.952798,"None"
"93","93","Bizarro","Bizarro",38,95,100,100,100,85,"neutral",NA,"Bizarro","Male","Black","Black",191,345,"Superman Revenge Squad; Bizarros of Bizarro World; former associate of the Secret Society of Super-Villains; Joker League of Anarchy; former partner of Batzarro","Bizarro-Lois No. 1 (wife, Pre-Crisis only), Bizarro, Jr. (son, Pre-Crisis only), Bizarro-Lois, Jr. (daughter, Pre-Crisis only)",NA,"DC Comics","https://www.superherodb.com/pictures2/portraits/10/100/642.jpg",75.196891,"Dark"
"94","94","","Black Abbott",NA,NA,NA,NA,NA,NA,"bad",NA,NA,"Male","Red","Black",0,NA,NA,NA,"Cult leader, former monk","Marvel Comics","https://www.superherodb.com/pictures2/portraits/10/100/1049.jpg",0,"Dark"
"95","95","Teth-Adam","Black Adam",88,100,92,100,100,56,"bad","Kahndaq, Egypt",NA,"Male","Brown","Black",191,250,"None; Formerly the Black Marvel Family, Society of Villains, Injustice Society, Justice Society of America","Shiruta (wife, deceased), Gon and Hurut (sons, deceased) Theo Adam (descendant, currently in control of his body), Sarah Primm (descendant, Theo's sister), Adrianna Tomaz (wife. deceased), Amon Tomaz (brother-in-law, deceased)",NA,"DC Comics","https://www.superherodb.com/pictures2/portraits/10/100/643.jpg",75.196891,"Dark"
"96","96","Blackagar Boltagon","Black Bolt",75,67,100,84,100,56,"good","Attilan, Atlantic Ocean","Inhuman","Male","Blue","Black",188,210,"Universal Inhumans; Inhuman Royal Family; formerly Illuminati","Medusa (wife and first cousin), Ahura (son), Agon (father, deceased), Rynda(mother, deceased), Maximus (brother), Crystal (sister-in-law), Gorgon, Karnak, Triton (cousins)","King of the Inhumans","Marvel Comics","https://www.superherodb.com/pictures2/portraits/10/100/243.jpg",74.015788,"Dark"
"97","97","Laurel Lance","Black Canary",63,8,33,20,52,80,"good",NA,"Metahuman","Female","Blue","Blond",170,130,"Birds of Prey; formerly Justice League of America, Justice Society of America, Justice League Task Force, Justice League International, Team Arrow","Larry Lance (father, deceased), Dinah Drake Lance (Black Canary, mother, deceased); Oliver Queen (Green Arrow, husband); Craig Windrow (ex-husband); Sin (adoptive daughter)","Detective/Crime-fighter, Chairperson of the Justice League of America; former florist, judo instructor","DC Comics","https://www.superherodb.com/pictures2/portraits/10/100/1005.jpg",66.92917,"Fair"
"98","98","Dinah Drake Lance","Black Canary",63,8,33,15,45,80,"good",NA,"Human","Female","Blue","Blond",165,128,"Justice Society of America","Richard Drake (father), Lawrence Lance (husband), Dinah Laurel Lance (Black Canary, daughter), Oliver Queen (Green Arrow, son-in-law)","Florist, former private investigator","DC Comics","https://www.superherodb.com/pictures2/portraits/10/100/644.jpg",64.960665,"Fair"
"99","99","Felicia Hardy","Black Cat",75,16,33,10,23,70,"good","Queens, New York","Human","Female","Green","Blond",178,120,"Formerly Heroes for Hire","Walter Hardy (father, deceased), Lydia Hardy (mother)","Cat burglar; Private investigator, founder of Cat's Eye Investigations.","Marvel Comics","https://www.superherodb.com/pictures2/portraits/10/100/32.jpg",70.078778,"Fair"
"100","100","","Black Flash",44,10,100,80,100,30,"neutral",NA,"God / Eternal","Male",NA,NA,0,NA,NA,NA,NA,"DC Comics","https://www.superherodb.com/pictures2/portraits/10/100/10831.jpg",0,NA
"101","101","","Black Goliath",NA,NA,NA,NA,NA,NA,"good",NA,NA,"Male",NA,NA,0,NA,NA,NA,NA,"Marvel Comics","https://www.superherodb.com/pictures2/portraits/10/100/245.jpg",0,NA
"102","102","Dane Whitman","Black Knight III",63,10,8,70,43,70,"good","Gloucester, Massachusetts","Human","Male","Brown","Brown",183,190,"MI-13; formerly Avengers, Masters of Evil (as a mole), Excalibur, Heroes for Hire, Ultraforce (in the Ultraverse), Defenders, Knights of Wundagore, Queen's Vengeance, King Richard's Army","Nathan Garrett (Black Knight II, uncle, deceased); Sir Percy of Scandia (Black Knight), Sir Raston, Eobar Garrington (Black Knights of past eras, ancestors, deceased); Lady Rosamund, Edward, Geoffrey (ancestral relations, presumed deceased); Dafydd ap Iowerth, Arthur Pendragon, Mordred the Evil, Morgan Le Fay (distant ancestral relations)","Adventurer, scientist; former crusader","Marvel Comics","https://www.superherodb.com/pictures2/portraits/10/100/246.jpg",72.047283,"Dark"
"103","103","Jefferson Pierce","Black Lightning",50,11,53,28,70,75,"good",NA,NA,"Male","Brown","No Hair",185,200,"Justice League of America (current), formerly Presidential Cabinet, The Outsiders (sporadically), Batman's Brother Eye attack group","Unnamed father (deceased), Lynn Stewart (ex-wife), Joanna Pierce (niece, deceased), Anissa Pierce (Thunder, daughter), Jennifer Pierce (Lightning, daughter)","Crime Fighter, High School teacher, Former gold-medal-winning Olympic Decathlete, formerly Secretary of Education under Presidents Pete Ross and Lex Luthor.","DC Comics","https://www.superherodb.com/pictures2/portraits/10/100/1128.jpg",72.834685,"None"
"104","104","Tanya Sealy","Black Mamba",75,10,35,42,88,65,"bad","Chicago, Illinois",NA,"Female","Green","Black",170,115,"Serpent Squad, Serpent Society, BAD Girls",NA,"Mercenary, professional criminal, former call girl","Marvel Comics","https://www.superherodb.com/pictures2/portraits/10/100/1106.jpg",66.92917,"Dark"
"105","105","David","Black Manta",75,28,50,60,76,85,"bad",NA,"Human","Male","Black","No Hair",188,205,NA,NA,NA,"DC Comics","https://www.superherodb.com/pictures2/portraits/10/100/10546.jpg",74.015788,"None"
"106","106","T'Challa","Black Panther",88,16,30,60,41,100,"good","Wakanda, Africa","Human","Male","Brown","Black",183,200,"Formerly Fantastic Four, Secret Avengers, Avengers, Pendragons, Queen's Vengeance, former Fantastic Force financier","Bashenga (paternal ancestor, deceased), Azzuri the Wise (paternal grandfather, deceased), Nanali (paternal grandmother, deceased), Chanda (paternal grandfather, presumably deceased), T�Chaka (father, deceased), S'Yan (uncle, deceased), N�Yami (mother, deceased), Ramonda (stepmother), Hunter (adopted brother), Jakarra (half-brother), Shuri (sister), Ororo Munroe (wife), Joshua Itobo, Ishanta, Zuni, M'Koni, T'Shan (cousins), Wheeler (cousin by marriage, deceased), Billy Wheeler (1st cousin once removed)","King and Chieftain of Wakanda, scientist; former school teacher","Marvel Comics","https://www.superherodb.com/pictures2/portraits/10/100/247.jpg",72.047283,"Dark"
"107","107","Natasha Romanoff","Black Widow",75,13,33,30,36,100,"good",NA,"Human","Female","Green","Auburn",170,131,"Secret Avengers; formerly Thunderbolts (as Yelena Belova), Nick Fury, Mighty Avengers, S.H.I.E.L.D., Avengers, Champions of Los Angeles, Lady Liberators, KGB, ""Marvel Knights"", partner of Daredevil, Hawkeye, Boris Turgenov, Logan","Unnamed parents (presumed deceased); Alexi Shostakov (Red Guardian, estranged husband); Vindiktor (alleged brother, deceased)","Adventurer, Intelligence agent, former ballerina","Marvel Comics","https://www.superherodb.com/pictures2/portraits/10/100/248.jpg",66.92917,"Red"
"108","108","Yelena Belova","Black Widow II",NA,48,NA,NA,NA,NA,"good",NA,NA,"Female","Blue","Blond",170,135,NA,NA,NA,"Marvel Comics","https://www.superherodb.com/pictures2/portraits/10/100/618.jpg",66.92917,"Fair"
"109","109","","Blackout",63,32,45,80,45,65,"bad",NA,"Demon","Male","Red","White",191,230,"Lilin; Deathwatch; Hood's gang","Lilith (Great Grandmother)","Assassin, enforcer","Marvel Comics","https://www.superherodb.com/pictures2/portraits/10/100/1507.jpg",75.196891,"Fair"
"110","110","Joseph Manfredi","Blackwing",38,10,35,32,20,56,"bad","Professional Criminal",NA,"Male","Blue","Black",185,190,"Heavy Mettle; (formerly) Masters of Evil, Skeleton Crew, Circus of Crime; (formerly) division leader of Hydra","Silvio Manfredi (Silvermane, father), Caterina Manfredi (mother, deceased)",NA,"Marvel Comics","https://www.superherodb.com/pictures2/portraits/10/100/249.jpg",72.834685,"Dark"
"111","111","Lucian","Blackwulf",50,28,8,30,69,25,NA,"Armechadon","Alien","Male","Red","White",188,195,"Underground Legion","Tantalus (father); Nirvana (mother); Pelops (brother, deceased)","Freedom Fighter","Marvel Comics","https://www.superherodb.com/pictures2/portraits/10/100/1508.jpg",74.015788,"Fair"
"112","112","Eric Brooks","Blade",63,28,38,50,40,90,"good","Soho, London,England","Vampire","Male","Brown","Black",188,215,"Formerly Noah van Helsing's vampire hunters, Nightstalkers, Midnight Sons, the Nine, Quincy Harker's vampire hunters, Ogun Strong's vampire hunters, Bloodshadows gang","Tara Brooks (mother)","Vampire hunter, former private investigator.","Marvel Comics","https://www.superherodb.com/pictures2/portraits/10/100/33.jpg",74.015788,"Dark"
"113","113",NA,"Blaquesmith",NA,NA,NA,NA,NA,NA,"good",NA,NA,NA,"Black","No Hair",0,NA,"Clan Askani/Clan Chosen",NA,"Inventor","Vertigo II","https://www.superherodb.com/pictures2/portraits/10/100/34.jpg",0,"None"
"114","114","Roxanne Washington","Bling!",69,14,12,90,52,28,"good",NA,NA,"Female",NA,NA,168,152,NA,"Roy ""Daddy Libido"" Washington (father), Angel ""Sexy Mutha"" Depres (mother)",NA,"Marvel Comics","https://www.superherodb.com/pictures2/portraits/10/100/1349.jpg",66.141768,NA
"115","115","Clarice Ferguson","Blink",50,8,20,28,77,64,"good","Bahamas","Mutant","Female","Green","Magenta",165,125,"New Mutants; formerly X-Men, Selene's Inner Circle","Apocalypse (ancestor, deceased);Margaret Slade (ancestor, deceased);Hamilton Slade (distant relative, deceased);Frederick Slade (great-great-grandfather);Ms. Ferguson (great-great-grandmother, deceased);Chamber (distant cousin);Clan Akkaba (relatives)","Adventurer, freedom fighter","Marvel Comics","https://www.superherodb.com/pictures2/portraits/10/100/35.jpg",64.960665,"Alternative"
"116","116","Gregor Shapanka","Blizzard",NA,NA,NA,NA,NA,NA,"bad",NA,NA,"Male",NA,"Brown",0,NA,"Former employee of Justin Hammer, partner of Blacklash and Melter",NA,"Professional criminal, mercenary, engineer, former scientist","Marvel Comics","https://www.superherodb.com/pictures2/portraits/10/100/899.jpg",0,"Dark"
